height,entropybit,IsContract,tx,netstakeweight,modifier,flags,IsSuperBlock,querytime,fees_collected,mint,MoneySupply,claim->mining_id,difficulty,size,location,time,username,,locktime,netstakeweight,txid,contracts,vout->0->value,vout->0->scriptPubKey->addresses,vout->0->scriptPubKey->type,time 

452,0,False,['4a4cff4840f624813e78c598f09b4c2f7ba31c11dcf1b7bdd2b2ef8938f065d6'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,2,0,134.47608969,340721261.4014881,5ad8e9c33e44236cda5106caa834c5e1,4.538158683100411,402,"Bruges, Belgium",1413175894,unknown user,,0,181213851.7409233,4a4cff4840f624813e78c598f09b4c2f7ba31c11dcf1b7bdd2b2ef8938f065d6,[],134.47608969,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413175894

453,0,False,['173467b6d8806e688f0989b1379e9409c3e17e1c457299052f5b4a35f258a648'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,2,0,484.77375032,340721746.17523843,5053afa1d562765d3b534c185fe410d1,4.468071336975728,396,"Bruges, Belgium",1413175952,unknown user,,0,181213851.7409233,173467b6d8806e688f0989b1379e9409c3e17e1c457299052f5b4a35f258a648,[],484.77375032,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413175920

454,0,False,['6959762b1f86ec989493c48ba01ac36cbafe6ed9c5bc8d0a91a7f740a3bb593a'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,2,0,483.421318,340722229.5965564,5053afa1d562765d3b534c185fe410d1,4.485662263076417,402,"Bruges, Belgium",1413175961,unknown user,,0,181213851.7409233,6959762b1f86ec989493c48ba01ac36cbafe6ed9c5bc8d0a91a7f740a3bb593a,[],483.421318,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413175958

455,1,False,['f06220f1e36daa782a8924c8070ea45425a09513bee9caf304f2d138584e71a5'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,2,0,483.421318,340722713.0178744,5053afa1d562765d3b534c185fe410d1,4.984069181196019,402,"Bruges, Belgium",1413176008,unknown user,,0,181213851.7409233,f06220f1e36daa782a8924c8070ea45425a09513bee9caf304f2d138584e71a5,[],483.421318,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413176008

456,0,False,['8d3af12bb0fee872283a874278a3bd2c6c33bc0dd4ea257a37940f6684a9b918'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,3,0,484.77375032,340723197.7916247,5053afa1d562765d3b534c185fe410d1,5.114437215461691,400,"Bruges, Belgium",1413176035,unknown user,,0,181213851.7409233,8d3af12bb0fee872283a874278a3bd2c6c33bc0dd4ea257a37940f6684a9b918,[],484.77375032,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176015

457,1,False,['64903625735df248207bf612733c747017b5e1efae16f1b3d5e1246c61596112'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,3,0,483.47751344,340723681.2691382,5053afa1d562765d3b534c185fe410d1,5.468266897170784,400,"Bruges, Belgium",1413176085,unknown user,,0,181213851.7409233,64903625735df248207bf612733c747017b5e1efae16f1b3d5e1246c61596112,[],483.47751344,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176059

458,1,False,['50cbc6a4eadde13c49b1a11ef1738e98ea3a09ded678223e4b4067c4e964db97'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,3,0,483.47751344,340724164.74665165,5053afa1d562765d3b534c185fe410d1,5.5776322351142,403,"Bruges, Belgium",1413176118,unknown user,,0,181213851.7409233,50cbc6a4eadde13c49b1a11ef1738e98ea3a09ded678223e4b4067c4e964db97,[],483.47751344,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176106

459,1,False,"['d983d8f5f9c4a030302bf2658a77acf3e610ad4fa2c04f4bdbf2f6401449156f', 'd4a7ab8045ae801ff58fe7694615b1d3d40521b582379a9c6617122bb3d3efee']",181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,3,0.0001,483.47761344,340724648.2241651,5053afa1d562765d3b534c185fe410d1,5.889425827881058,646,"Bruges, Belgium",1413176179,unknown user,,0,181213851.7409233,d983d8f5f9c4a030302bf2658a77acf3e610ad4fa2c04f4bdbf2f6401449156f,[],483.47761344,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176154
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,d4a7ab8045ae801ff58fe7694615b1d3d40521b582379a9c6617122bb3d3efee,[],7819728.3036337,['SCX5iTY6tbgy5e5CCZQqqg3oki9qK8nG7v'],pubkeyhash,1413176144

460,1,False,['e46a7d6c175e32f893b4bfbb32363002448839d3d7e8b558c4bc73bc36241f9a'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,3,0,134.58835978,340724782.81252486,5ad8e9c33e44236cda5106caa834c5e1,5.877901776407965,409,"Bruges, Belgium",1413176217,unknown user,,0,181213851.7409233,e46a7d6c175e32f893b4bfbb32363002448839d3d7e8b558c4bc73bc36241f9a,[],134.58835978,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413176216

461,1,False,['7a742306e2e8205451b54251a6b5e81640ad5b1b1706fcb25cb5817b4681a75c'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,3,0,483.47751344,340725266.2900383,5053afa1d562765d3b534c185fe410d1,6.142890933310095,403,"Bruges, Belgium",1413176311,unknown user,,0,181213851.7409233,7a742306e2e8205451b54251a6b5e81640ad5b1b1706fcb25cb5817b4681a75c,[],483.47751344,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176241

462,0,False,['c47f89f09cdfbc4e271363d651ada645a7aa029fd523b56355ffd340e9534bc2'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,2,0,483.47751344,340725749.7675517,5053afa1d562765d3b534c185fe410d1,5.758961304301261,401,"Bruges, Belgium",1413176379,unknown user,,0,181213851.7409233,c47f89f09cdfbc4e271363d651ada645a7aa029fd523b56355ffd340e9534bc2,[],483.47751344,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176347

463,0,False,['c6a9658f6142a862ddae47713550df255b189530f2b70277bccc0da88d5e0ee8'],181213851.7409233,9ee0fe59a98e8b2d,proof-of-work ,False,3,0,483.421318,340726233.1888697,5053afa1d562765d3b534c185fe410d1,5.670020064963572,401,"Bruges, Belgium",1413176433,unknown user,,0,181213851.7409233,c6a9658f6142a862ddae47713550df255b189530f2b70277bccc0da88d5e0ee8,[],483.421318,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413176394

464,0,False,['f5ee0ec23581f01a0aed3a93bc523cc8b709f049882e022479eaba077ef89431'],181213851.7409233,6b720446149396c7,proof-of-work stake-modifier ,False,3,0,483.47751344,340726716.66638315,5053afa1d562765d3b534c185fe410d1,5.737521365709123,401,"Bruges, Belgium",1413176511,unknown user,,0,181213851.7409233,f5ee0ec23581f01a0aed3a93bc523cc8b709f049882e022479eaba077ef89431,[],483.47751344,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176490

465,0,False,['2a2b5a571b93e9adab21cf3e808dbf2f6e59469e70e2ffe92ddf77d5b872230d'],181213851.7409233,6b720446149396c7,proof-of-work ,False,2,0,483.47751344,340727200.14389664,5053afa1d562765d3b534c185fe410d1,5.541925424803784,407,"Bruges, Belgium",1413176566,unknown user,,0,181213851.7409233,2a2b5a571b93e9adab21cf3e808dbf2f6e59469e70e2ffe92ddf77d5b872230d,[],483.47751344,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176544

466,1,False,['4a7812805afd390b2400d8d173e54c16648727245329a5c15fff590f07bce339'],181213851.7409233,6b720446149396c7,proof-of-work ,False,2,0,484.52777742,340727684.671674,5053afa1d562765d3b534c185fe410d1,5.59679743795036,401,"Bruges, Belgium",1413176601,unknown user,,0,181213851.7409233,4a7812805afd390b2400d8d173e54c16648727245329a5c15fff590f07bce339,[],484.52777742,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413176580

467,0,False,"['706fe28a54c5186ae9351f80a6c7268df86a791220f8cdce41f2e09eb17f78f3', 'c3ef35e1997faafaec1578c610afc610904144e9c52d9b3182e38e68fbe6f089']",181213851.7409233,6b720446149396c7,proof-of-work ,False,2,0.0001,500.0001,340728184.671674,496312cc8a6b929226ec68bf90c560d6,5.885293851454646,645,"Bruges, Belgium",1413176635,unknown user,,0,181213851.7409233,706fe28a54c5186ae9351f80a6c7268df86a791220f8cdce41f2e09eb17f78f3,[],500.0001,['SAB1NgfQEQQ93uM1jd8WwYH8TU3LnzuBKV'],pubkeyhash,1413176635
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,c3ef35e1997faafaec1578c610afc610904144e9c52d9b3182e38e68fbe6f089,[],7818794.54150977,['SLdE3Wi6x4kPzyrBJFQWXCXWorB6SCR4SH'],pubkeyhash,1413176584

468,0,False,['3a99f1c69c613e87a9d07e78729f95fa837c37319d5e6c8fe2a74c9f9aea85a0'],181213851.7409233,6b720446149396c7,proof-of-work ,False,3,0,134.59459932,340728319.2662734,5ad8e9c33e44236cda5106caa834c5e1,6.201446773591392,409,"Bruges, Belgium",1413176715,unknown user,,0,181213851.7409233,3a99f1c69c613e87a9d07e78729f95fa837c37319d5e6c8fe2a74c9f9aea85a0,[],134.59459932,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413176643

469,0,False,['1f084469acc46d4bd7359112ea91bc83912af83337fbd3f23c65fff3c729429e'],181213851.7409233,6b720446149396c7,proof-of-work ,False,2,0,481.46933134,340728800.7356047,5053afa1d562765d3b534c185fe410d1,5.967430704970902,415,"Bruges, Belgium",1413176753,unknown user,,0,181213851.7409233,1f084469acc46d4bd7359112ea91bc83912af83337fbd3f23c65fff3c729429e,[],481.46933134,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176753

470,0,False,['67e2b6bc93adb311066265a99cd3d9b2fab6cad2d13cc1610c1901f540b848e1'],181213851.7409233,6b720446149396c7,proof-of-work ,False,3,0,481.46933134,340729282.204936,5053afa1d562765d3b534c185fe410d1,6.236454256723803,402,"Bruges, Belgium",1413176772,unknown user,,0,181213851.7409233,67e2b6bc93adb311066265a99cd3d9b2fab6cad2d13cc1610c1901f540b848e1,[],481.46933134,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176769

471,0,False,['a0acd4b43e1cf6a2214be248c200b0f7c65b0e6f6f4a0dae3c2291d8b5d03e91'],181213851.7409233,6b720446149396c7,proof-of-work ,False,3,0,481.46933134,340729763.67426735,5053afa1d562765d3b534c185fe410d1,6.781646783570889,401,"Bruges, Belgium",1413176801,unknown user,,0,181213851.7409233,a0acd4b43e1cf6a2214be248c200b0f7c65b0e6f6f4a0dae3c2291d8b5d03e91,[],481.46933134,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413176775

472,0,False,['c678274c7ea26d075ece49e2a06b9064e7f224bb6ddc1b9399ae19f08a5b8fbb'],181213851.7409233,6b720446149396c7,proof-of-work ,False,6,0,134.59459932,340729898.2688667,5ad8e9c33e44236cda5106caa834c5e1,7.220542766442407,408,"Bruges, Belgium",1413176871,unknown user,,0,181213851.7409233,c678274c7ea26d075ece49e2a06b9064e7f224bb6ddc1b9399ae19f08a5b8fbb,[],134.59459932,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413176832

473,1,False,['d29e5facfc2bb52b60710b60e45f048e0a95f164dac410a9664b16142658797a'],181213851.7409233,6b720446149396c7,proof-of-work ,False,2,0,134.59459932,340730032.863466,5ad8e9c33e44236cda5106caa834c5e1,7.08168887095399,398,"Bruges, Belgium",1413176984,unknown user,,0,181213851.7409233,d29e5facfc2bb52b60710b60e45f048e0a95f164dac410a9664b16142658797a,[],134.59459932,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413176972

474,0,False,['424ccdaaf68860c82755ce95925a9e5a4ee5138b567c9e8d7f3400f72b4ccfe7'],181213851.7409233,6b720446149396c7,proof-of-work ,False,4,0,500,340730532.863466,496312cc8a6b929226ec68bf90c560d6,6.415030562950195,400,"Bruges, Belgium",1413177093,unknown user,,0,181213851.7409233,424ccdaaf68860c82755ce95925a9e5a4ee5138b567c9e8d7f3400f72b4ccfe7,[],500,['RxHcnkPdLA3aFUCLNWruAjTB7cj27PJcwh'],pubkeyhash,1413177056

475,0,False,['efbf62651437593b2ebeed29bb005b78ad4096d97ad14f97b5f021142900d830'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work stake-modifier ,False,3,0,482.41272632,340731015.2761923,5053afa1d562765d3b534c185fe410d1,5.852713056601246,402,"Bruges, Belgium",1413177097,unknown user,,0,181213851.7409233,efbf62651437593b2ebeed29bb005b78ad4096d97ad14f97b5f021142900d830,[],482.41272632,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413177097

476,1,False,['607009d013f025374825dad2cf34b402183486c34505993835cf268343de19f9'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,3,0,134.59459932,340731149.8707917,5ad8e9c33e44236cda5106caa834c5e1,6.574633852332361,409,"Bruges, Belgium",1413177152,unknown user,,0,181213851.7409233,607009d013f025374825dad2cf34b402183486c34505993835cf268343de19f9,[],134.59459932,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413177135

477,1,False,['1c5ed9aade6070001d83b11145ca5a26666b49dc6cbbd85f0885496514844e6a'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,3,0,134.54038811,340731284.4111798,5ad8e9c33e44236cda5106caa834c5e1,6.639730911569116,402,"Bruges, Belgium",1413177187,unknown user,,0,181213851.7409233,1c5ed9aade6070001d83b11145ca5a26666b49dc6cbbd85f0885496514844e6a,[],134.54038811,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413177186

478,0,False,['f16c61861ba8d3fcd53e86028c259c83f5679f3d14e363b778a2e04c0dd1eea2'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,2,0,481.46933134,340731765.8805111,5053afa1d562765d3b534c185fe410d1,6.981986706019247,408,"Bruges, Belgium",1413177304,unknown user,,0,181213851.7409233,f16c61861ba8d3fcd53e86028c259c83f5679f3d14e363b778a2e04c0dd1eea2,[],481.46933134,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413177249

479,1,False,['5698aa70690e3ac7c1b3b31f0c9509ed597bda5dad2f51485512d75943ddd75a'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,3,0,125.74504507,340731891.6255562,4b97b2324d009d4dc442c62ee376ca6d,6.280095079451234,404,"Bruges, Belgium",1413177354,unknown user,,0,181213851.7409233,5698aa70690e3ac7c1b3b31f0c9509ed597bda5dad2f51485512d75943ddd75a,[],125.74504507,['S6BKVy5Hi5EXnyBjBcVkdXkYoxjCYjkqUQ'],pubkeyhash,1413177354

480,1,False,['dcef670e2dd3dbeeefc00bf34dec53aa6b16877ddb6250903b6e2b69a3ee3e4a'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,3,0,483.28308047,340732374.9086366,5053afa1d562765d3b534c185fe410d1,6.405698515655187,400,"Bruges, Belgium",1413177390,unknown user,,0,181213851.7409233,dcef670e2dd3dbeeefc00bf34dec53aa6b16877ddb6250903b6e2b69a3ee3e4a,[],483.28308047,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413177384

481,1,False,['2f53cb56ad3aa071b17da19ba291718c167894dfe5ebedbd41ac5b93ebc01d44'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,2,0,482.41272632,340732857.321363,5053afa1d562765d3b534c185fe410d1,6.722031302775805,400,"Bruges, Belgium",1413177460,unknown user,,0,181213851.7409233,2f53cb56ad3aa071b17da19ba291718c167894dfe5ebedbd41ac5b93ebc01d44,[],482.41272632,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413177454

482,1,False,['c7109fd16027f994ee2b8aa000cb10d400e5529eb0a43908afe92131b0ea5d0e'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,3,0,134.54038811,340732991.8617511,5ad8e9c33e44236cda5106caa834c5e1,6.592762993986845,400,"Bruges, Belgium",1413177520,unknown user,,0,181213851.7409233,c7109fd16027f994ee2b8aa000cb10d400e5529eb0a43908afe92131b0ea5d0e,[],134.54038811,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413177515

483,1,False,['3dc07a071f446533d5a43285348749831262210be3f6e2a2efe3f0df4cdd5f75'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,3,0,483.28308047,340733475.14483154,5053afa1d562765d3b534c185fe410d1,6.592762993986845,402,"Bruges, Belgium",1413177531,unknown user,,0,181213851.7409233,3dc07a071f446533d5a43285348749831262210be3f6e2a2efe3f0df4cdd5f75,[],483.28308047,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413177529

484,1,False,['2c7e1d473f9d6ba6939dc5eed996a105756818cdb899eba94b189b759de40ba1'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,3,0,483.28308047,340733958.427912,5053afa1d562765d3b534c185fe410d1,7.293512292968876,402,"Bruges, Belgium",1413177537,unknown user,,0,181213851.7409233,2c7e1d473f9d6ba6939dc5eed996a105756818cdb899eba94b189b759de40ba1,[],483.28308047,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413177534

485,0,False,['a8adc223950b67106dccd0bd4a8b9151449ab9d7571d3947eea3b755edbfca44'],181213851.7409233,98bda8eb5e51fcd3,proof-of-work ,False,2,0,500,340734458.427912,496312cc8a6b929226ec68bf90c560d6,8.157218769281485,401,"Bruges, Belgium",1413177722,unknown user,,0,181213851.7409233,a8adc223950b67106dccd0bd4a8b9151449ab9d7571d3947eea3b755edbfca44,[],500,['RxHcnkPdLA3aFUCLNWruAjTB7cj27PJcwh'],pubkeyhash,1413177563

486,0,False,['5b41bce918fe26856816d8409607898714683ddfe4a3b88c162ef3e2a2809b7a'],181213851.7409233,dfbf05c56cb9df2d,proof-of-work stake-modifier ,False,2,0,134.54038811,340734592.9683001,5ad8e9c33e44236cda5106caa834c5e1,6.551468021246535,400,"Bruges, Belgium",1413177740,unknown user,,0,181213851.7409233,5b41bce918fe26856816d8409607898714683ddfe4a3b88c162ef3e2a2809b7a,[],134.54038811,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413177729

487,1,False,"['d658a3af419bbe3fdb0bc7dca7bc0031e8ee8882ce5b53d9500309d8aed7dc40', 'bf98ebb77d3b0b6c90422be798ab74133a1f463c400acaa8901c41bb46cea3be']",181213851.7409233,dfbf05c56cb9df2d,proof-of-stake proof-of-research,False,3,0,64.8805849,340734657.848885,5053afa1d562765d3b534c185fe410d1,0.0002441371325370145,703,"Bruges, Belgium",1413177851,unknown user,,0,181213851.7409233,d658a3af419bbe3fdb0bc7dca7bc0031e8ee8882ce5b53d9500309d8aed7dc40,[],0,,nonstandard,1413177851
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,bf98ebb77d3b0b6c90422be798ab74133a1f463c400acaa8901c41bb46cea3be,[],0,,nonstandard,1413177851

488,0,False,['028860689ec35c4450bd4f1f5b11726cd3735c7f98fcdc4e12de8ea8b240cf72'],181213851.7409233,dfbf05c56cb9df2d,proof-of-work ,False,3,0,139.77801578,340734797.6269008,5ad8e9c33e44236cda5106caa834c5e1,7.139420529766097,409,"Bruges, Belgium",1413177878,unknown user,,0,181213851.7409233,028860689ec35c4450bd4f1f5b11726cd3735c7f98fcdc4e12de8ea8b240cf72,[],139.77801578,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413177867

489,0,False,['8ad4ca7901c322fc59844a7fce9ab44b6999ae3b29f8fd208878f540e21d29e7'],181213851.7409233,dfbf05c56cb9df2d,proof-of-work ,False,3,0,500,340735297.6269008,5053afa1d562765d3b534c185fe410d1,6.192355078909623,403,"Bruges, Belgium",1413177972,unknown user,,0,181213851.7409233,8ad4ca7901c322fc59844a7fce9ab44b6999ae3b29f8fd208878f540e21d29e7,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413177957

490,1,False,['ef8486aec17986356e474c4831b27530033c314fc152155f63bbcdf31b08e37d'],181213851.7409233,dfbf05c56cb9df2d,proof-of-work ,False,2,0,500,340735797.6269008,5053afa1d562765d3b534c185fe410d1,5.805333154320428,404,"Bruges, Belgium",1413178186,unknown user,,0,181213851.7409233,ef8486aec17986356e474c4831b27530033c314fc152155f63bbcdf31b08e37d,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413178088

491,1,False,['786b9c36c85b899f4a742311e9af58720e18f8a98260de1fd747c1a5b66ad4db'],181213851.7409233,dfbf05c56cb9df2d,proof-of-work ,False,3,0,500,340736297.6269008,5053afa1d562765d3b534c185fe410d1,4.458915659928799,408,"Bruges, Belgium",1413178254,unknown user,,0,181213851.7409233,786b9c36c85b899f4a742311e9af58720e18f8a98260de1fd747c1a5b66ad4db,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413178230

492,0,False,['6e0a2da10f43d387247852a2cf6dd843ac6115110792d655d05df4422c2c4429'],181213851.7409233,a68f6781b176b697,proof-of-work stake-modifier ,False,2,0,500,340736797.6269008,5053afa1d562765d3b534c185fe410d1,4.390052818398649,416,"Bruges, Belgium",1413178276,unknown user,,0,181213851.7409233,6e0a2da10f43d387247852a2cf6dd843ac6115110792d655d05df4422c2c4429,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413178264

493,1,False,['6da3e05025b2cbc69dde489671d0c04044aabc34c974b9d2ccdc984566c447f0'],181213851.7409233,a68f6781b176b697,proof-of-work ,False,3,0,139.77801578,340736937.4049166,5ad8e9c33e44236cda5106caa834c5e1,4.743489878956888,398,"Bruges, Belgium",1413178311,unknown user,,0,181213851.7409233,6da3e05025b2cbc69dde489671d0c04044aabc34c974b9d2ccdc984566c447f0,[],139.77801578,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413178305

494,1,False,"['47c927514c41194db0dc3743c939348ba4b5c74463284aaf39abd73ca459cfa6', '6e4ad290d3a8b4c330b45f40b46de3512f5044baa740acc2c313e5fe69b8805f']",181213851.7409233,a68f6781b176b697,proof-of-work ,False,3,0.0001,500.0001,340737437.4049166,5053afa1d562765d3b534c185fe410d1,4.988000466186051,645,"Bruges, Belgium",1413178374,unknown user,,0,181213851.7409233,47c927514c41194db0dc3743c939348ba4b5c74463284aaf39abd73ca459cfa6,[],500.0001,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413178371
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,6e4ad290d3a8b4c330b45f40b46de3512f5044baa740acc2c313e5fe69b8805f,[],7686094.63515977,['SLUo6EwKmDXHYiyegBya6XqHD3hKWyi5Rf'],pubkeyhash,1413178309

495,1,False,['f78481520f044a7f801d38f5e414596fc8a93091686a616ecdeeca79fa90f897'],181213851.7409233,a68f6781b176b697,proof-of-work ,False,3,0,500,340737937.4049166,5053afa1d562765d3b534c185fe410d1,4.958830993521317,400,"Bruges, Belgium",1413178447,unknown user,,0,181213851.7409233,f78481520f044a7f801d38f5e414596fc8a93091686a616ecdeeca79fa90f897,[],500,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413178417

496,1,False,['9bfba0dcee4dcba8813ced97b85a9a5eac705c7e97e759cea48048d235a86863'],181213851.7409233,a68f6781b176b697,proof-of-work ,False,3,0,500,340738437.4049166,5053afa1d562765d3b534c185fe410d1,4.835572280405639,401,"Bruges, Belgium",1413178500,unknown user,,0,181213851.7409233,9bfba0dcee4dcba8813ced97b85a9a5eac705c7e97e759cea48048d235a86863,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413178475

497,1,False,['2311776bce0445be81b32c120d92db3bc3803780f36228ac5b4b044dd38634e7'],181213851.7409233,a68f6781b176b697,proof-of-work ,False,2,0,140.62933475,340738578.03425133,5ad8e9c33e44236cda5106caa834c5e1,4.902867352822304,398,"Bruges, Belgium",1413178546,unknown user,,0,181213851.7409233,2311776bce0445be81b32c120d92db3bc3803780f36228ac5b4b044dd38634e7,[],140.62933475,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413178543

498,0,False,"['3a0980eddc85f75182a55571a40be5b35a16ac09b1e816f2de7a3adec6618398', '3cb69d4380e8afb78cef24ea4fa8c605f0782b3943213f3073da7210a8a49295', '40a9b0537366fd68bc21da17d266919c5619f5a48dd9501a1187da550b7fa6d5']",181213851.7409233,a68f6781b176b697,proof-of-stake proof-of-research,False,3,0.0001,41.96657946,340738620.0007308,5053afa1d562765d3b534c185fe410d1,0.0002441371325370145,934,"Bruges, Belgium",1413178648,unknown user,,0,181213851.7409233,3a0980eddc85f75182a55571a40be5b35a16ac09b1e816f2de7a3adec6618398,[],0,,nonstandard,1413178648
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,3cb69d4380e8afb78cef24ea4fa8c605f0782b3943213f3073da7210a8a49295,[],0,,nonstandard,1413178648
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,40a9b0537366fd68bc21da17d266919c5619f5a48dd9501a1187da550b7fa6d5,[],7680919.63505977,['S978z273DWdVduFQLUVDws1kswTT941cC9'],pubkeyhash,1413178630

499,1,False,['076fe9e6775cb465e4322701ef161db8e9ac618617f95a9dfb0203a677de7082'],181213851.7409233,a68f6781b176b697,proof-of-work ,False,2,0,500,340739120.0007308,5053afa1d562765d3b534c185fe410d1,5.041255337772726,396,"Bruges, Belgium",1413178655,unknown user,,0,181213851.7409233,076fe9e6775cb465e4322701ef161db8e9ac618617f95a9dfb0203a677de7082,[],500,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413178650

500,1,False,['f87b44d23a47492189297f9dc1585a13032e4f2cc4acade94de5aec266e7290e'],181213851.7409233,a68f6781b176b697,proof-of-work ,False,3,0,500,340739620.0007308,5053afa1d562765d3b534c185fe410d1,4.599357124743844,407,"Bruges, Belgium",1413178693,unknown user,,0,181213851.7409233,f87b44d23a47492189297f9dc1585a13032e4f2cc4acade94de5aec266e7290e,[],500,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413178679

